symbol,currency,exchange_timezone,exchange,mic_code,type,datetime,open_value,high_value,low_value,close_value,volume,datetime_load
TSLA,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-09,238.11,238.96,232.04,234.96,96705700,2024-04-06 10:29:30
TSLA,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-08,236.14,241.25,235.3,240.45,85166600,2024-04-06 10:29:30
TSLA,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-05,236.86,240.12,234.9,237.49,92379400,2024-04-06 10:29:30
TSLA,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-04,239.25,242.7,237.73,237.93,102629300,2024-04-06 10:29:30
TSLA,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-03,244.98,245.68,236.32,238.45,121082600,2024-04-06 10:29:30
TSLA,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-02,250.08,251.25,244.41,248.42,104654200,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-04-05,516.86,530.7,514.41,527.34,19242000,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-04-04,516.42,530.0,510.58,510.92,26476300,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-04-03,498.93,507.24,498.75,506.74,12047100,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-04-02,485.1,497.53,484.65,497.37,11081000,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-04-01,487.2,497.43,481.78,491.35,9247000,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-28,492.84,492.89,485.15,485.58,15212800,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-27,499.3,499.89,488.07,493.86,9989700,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-26,505.13,510.0,495.21,495.89,11205400,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-25,505.79,507.22,500.24,503.02,8380600,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-22,507.0,509.97,504.34,509.58,8117000,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-21,514.71,515.04,506.01,507.76,9712500,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-20,499.5,508.2,495.17,505.52,11711100,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-19,488.17,496.63,481.28,496.24,10903100,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-18,491.91,497.42,486.81,496.98,11755300,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-15,489.01,491.83,481.3,484.1,29141700,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-14,500.26,501.35,488.16,491.83,12620000,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-13,495.39,500.98,491.03,495.57,12090700,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-12,493.26,502.31,484.73,499.75,15448200,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-11,497.01,497.32,476.0,483.59,20428300,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-08,514.19,523.57,499.35,505.95,18575200,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-07,503.28,519.85,501.38,512.19,18586400,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-06,497.63,502.97,494.29,496.09,11757900,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-05,495.0,495.58,487.89,490.22,15325300,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-04,503.0,504.42,496.42,498.19,12324100,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-01,492.11,504.25,491.85,502.3,16273600,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-29,488.44,491.7,482.61,490.13,17732000,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-28,485.0,491.05,482.75,484.02,12715500,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-27,479.98,487.27,479.92,487.05,10809600,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-26,483.47,486.14,480.6,481.74,12101400,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-23,488.05,494.36,482.35,484.03,18374300,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-22,480.24,489.99,476.06,486.13,21625800,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-21,466.5,469.0,461.79,468.03,12977100,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-20,469.72,476.18,466.56,471.75,18015500,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-16,478.11,478.96,469.21,473.32,23306500,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-15,475.28,488.62,472.22,484.03,24212300,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-14,467.93,474.11,466.09,473.28,16858400,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-13,456.87,467.89,455.09,460.12,20916600,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-12,468.19,479.15,466.58,468.9,19382000,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-09,472.95,473.59,467.47,468.11,18413100,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-08,468.32,470.59,465.03,470.0,18815100,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-07,458.0,471.52,456.18,469.59,23066000,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-06,464.0,467.12,453.0,454.72,21655200,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-05,469.88,471.9,459.22,459.41,40832400,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-02,459.6,485.96,453.01,474.99,84615500,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-01,393.94,400.5,393.05,394.78,29727100,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-31,389.0,398.0,387.1,390.14,20180800,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-30,403.59,406.36,399.57,400.06,18614700,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-29,394.99,402.93,393.1,401.02,18742400,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-26,394.35,396.79,391.59,394.14,13163700,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-25,390.17,395.49,385.66,393.18,15091100,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-24,390.0,396.15,387.81,390.7,15698500,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-23,384.62,388.38,382.08,385.2,15506100,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-22,387.95,390.35,381.16,381.78,17680500,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-19,379.0,384.36,377.97,383.45,21470100,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-18,371.49,376.85,370.95,376.13,16354300,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-17,366.3,368.54,358.61,368.37,12724800,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-16,373.65,375.61,367.23,367.46,15306900,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-12,370.16,377.06,369.54,374.49,19295700,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-11,372.13,372.78,362.93,369.67,17205400,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-10,360.17,372.94,359.08,370.47,22117200,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-09,356.4,360.64,355.36,357.43,13463900,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-08,354.7,358.98,352.05,358.66,13890200,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-05,346.99,353.5,346.26,351.95,13920700,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-04,344.5,348.15,343.4,347.12,12099900,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-03,344.98,347.95,343.18,344.47,15451100,2024-04-06 10:29:30
META,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-02,351.32,353.16,340.01,346.29,19042200,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-04-05,151.68,154.84,151.081,153.94,16289800,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-04-04,155.08,156.18,151.88,151.94,24184800,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-04-03,154.92,156.55,154.132,156.37,17218400,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-04-02,154.75,155.99,153.46,155.87,17598100,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-04-01,151.83,157.0,151.65,156.5,24469800,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-28,152.0,152.67,151.33,152.26,21105600,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-27,152.145,152.69,150.13,151.94,16622000,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-26,151.24,153.2,151.03,151.7,19312700,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-25,150.95,151.456,148.8,151.15,15114700,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-22,150.24,152.56,150.09,151.77,19226300,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-21,150.32,151.305,148.01,148.74,19843900,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-20,148.79,149.76,147.665,149.68,17730000,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-19,148.98,149.62,147.01,147.92,17748400,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-18,149.37,152.93,148.14,148.48,47676700,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-15,143.41,144.34,141.13,142.17,41025900,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-14,142.3,144.73,141.485,144.34,36117900,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-13,140.06,142.19,140.01,140.77,19637000,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-12,138.25,140.28,138.21,139.62,19019700,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-11,137.07,139.98,137.07,138.94,22536400,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-08,135.035,138.985,134.8,136.29,26472400,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-07,133.89,135.82,132.66,135.24,24107300,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-06,134.24,134.74,131.95,132.56,23175200,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-05,132.74,134.02,131.55,133.78,28447600,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-04,136.54,136.63,132.86,134.2,43571500,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-01,139.61,140.0,137.975,138.08,28522000,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-29,138.35,139.95,137.57,139.78,35485000,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-28,139.1,139.28,136.64,137.43,30628700,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-27,139.41,140.49,138.5,140.1,22364000,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-26,143.45,143.84,138.74,138.75,33513000,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-23,144.97,145.955,144.79,145.29,14519400,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-22,146.12,146.2,144.01,145.32,23024700,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-21,142.64,143.98,141.91,143.84,16499600,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-20,140.94,143.329,140.8,142.2,18625600,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-16,144.21,144.48,141.52,141.76,21849700,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-15,144.46,144.76,141.88,143.94,26724300,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-14,147.37,147.83,145.555,147.14,16651800,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-13,146.07,148.04,145.11,146.37,18138500,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-12,149.54,150.59,148.56,148.73,17236100,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-09,147.95,150.695,147.43,150.22,21877700,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-08,146.97,147.61,146.42,147.22,18241300,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-07,146.12,147.0,145.21,146.68,21436100,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-06,145.96,146.74,144.52,145.41,21517700,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-05,144.04,146.67,143.91,144.93,29254400,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-02,140.89,143.88,138.17,143.54,42116900,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-01,143.69,144.62,142.26,142.71,25526900,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-31,145.39,145.59,141.55,141.8,43908600,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-30,154.01,155.04,152.775,153.05,26578900,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-29,153.64,155.2,152.92,154.84,20909300,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-26,152.87,154.11,152.8,153.79,19494500,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-25,151.74,154.76,151.22,153.64,21495100,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-24,150.29,151.57,149.84,150.35,19245000,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-23,147.72,148.86,147.19,148.68,14113600,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-22,148.71,150.015,147.58,147.71,21829200,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-19,146.305,148.04,145.8,147.97,27170900,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-18,143.44,145.585,143.35,144.99,18876800,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-17,142.91,143.41,140.51,142.89,17884500,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-16,143.43,145.84,143.056,144.08,19198900,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-12,144.34,144.74,143.36,144.24,13995200,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-11,144.895,146.66,142.215,143.67,17471100,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-10,142.52,144.525,142.46,143.8,16641900,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-09,140.06,142.8,139.79,142.56,19579700,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-08,138.0,140.64,137.88,140.53,17645300,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-05,138.352,138.81,136.85,137.39,15433200,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-04,139.85,140.635,138.01,138.04,18253300,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-03,138.6,141.09,138.43,140.36,18974300,2024-04-06 10:29:30
GOOG,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-02,139.6,140.615,137.74,139.56,20071900,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-04-05,514.46,520.44,514.01,518.43,74482100,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-04-04,523.52,523.87,512.76,513.07,96858100,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-04-03,517.72,520.95,517.67,519.41,59036800,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-04-02,518.24,518.98,516.48,518.84,74230300,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-04-01,523.83,524.38,520.97,522.16,62477500,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-28,523.21,524.61,522.78,523.07,96294900,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-27,521.71,523.21,519.49,523.17,82999800,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-26,521.23,521.58,518.4,518.81,65463700,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-25,519.8,520.95,519.61,519.77,48512100,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-22,522.11,522.61,520.97,521.21,79023000,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-21,523.39,524.11,521.91,522.2,60256100,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-20,515.77,520.62,515.08,520.48,69594600,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-19,512.15,516.0,511.12,515.71,60755300,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-18,514.0,515.48,512.44,512.86,88893300,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-15,510.21,511.7,508.12,509.83,107585800,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-14,516.97,517.13,511.82,514.95,110171800,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-13,517.11,517.29,514.49,515.97,55104100,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-12,513.45,517.38,510.86,516.78,73114400,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-11,510.48,511.88,508.5,511.28,62557200,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-08,515.46,518.22,511.13,511.72,86425500,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-07,513.14,515.89,509.81,514.81,58652100,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-06,510.55,512.07,508.42,509.75,68382400,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-05,510.24,510.7,504.91,507.18,72855600,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-04,512.03,514.2,512.0,512.3,49799300,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-03-01,508.98,513.29,508.56,512.85,76805900,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-29,508.07,509.74,505.35,508.08,83924800,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-28,505.33,506.86,504.96,506.26,56506600,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-27,506.7,507.16,504.75,506.93,48854500,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-26,508.3,508.75,505.86,505.99,50386700,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-23,509.27,510.13,507.1,507.85,61321800,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-22,504.01,508.49,503.02,507.5,76402500,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-21,495.42,497.37,493.56,497.21,59603800,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-20,497.72,498.41,494.45,496.76,71736700,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-16,501.7,502.87,498.75,499.51,75461200,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-15,499.29,502.2,498.8,502.01,61683000,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-14,496.79,499.07,494.4,498.57,68387800,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-13,494.53,497.09,490.72,494.08,113099200,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-12,501.17,503.5,500.24,500.98,56502300,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-09,498.84,501.65,498.49,501.2,63979400,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-08,498.1,498.71,497.26,498.32,52343600,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-07,496.29,498.53,495.36,498.1,70556500,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-06,493.52,494.32,492.05,493.98,55918600,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-05,493.7,494.38,490.23,492.55,75757100,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-02,489.65,496.05,489.3,494.35,99147700,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-02-01,484.63,489.23,483.8,489.2,91891600,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-31,488.62,489.08,482.86,482.88,126011100,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-30,490.56,491.62,490.11,490.89,58618400,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-29,487.73,491.42,487.17,491.27,61322800,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-26,487.59,489.12,486.54,487.41,76641600,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-25,487.58,488.31,485.39,488.03,72525000,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-24,487.81,488.77,484.88,485.39,81765000,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-23,484.01,485.11,482.89,484.86,49945300,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-22,484.01,485.22,482.78,483.45,75844900,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-19,477.65,482.72,476.54,482.43,110733300,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-18,474.01,477.06,472.42,476.49,91856200,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-17,471.82,472.79,469.87,472.29,68843900,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-16,475.26,476.61,473.06,474.93,85014900,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-12,477.84,478.6,475.23,476.68,57944000,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-11,477.59,478.12,472.26,476.35,77940700,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-10,474.16,477.45,473.87,476.56,67310600,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-09,471.87,474.93,471.35,473.88,65931400,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-08,468.43,474.75,468.3,474.6,74879100,2024-04-06 10:29:30
